id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
9561;0;Documentary;tt0863037;en;TerrorStorm: A History of Government-Sponsored Terrorism;Jones covers what he believes are terrorist attacks induced by governments throughout history, most particularly the 7 July 2005 London bombings.;0.016288;none;United States of America;01/01/2006;0;113;English;Released;;TerrorStorm: A History of Government-Sponsored Terrorism;5.6;7;0;1;1
9562;80000000;Action|Adventure|Science Fiction;tt0300556;en;Timeline;A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.;1.389179;Paramount Pictures;United States of America;26/11/2003;19480739;116;English;Released;They had to travel into the past to save the future;Timeline;5.4;291;5;1;2
9563;55000000;Drama;tt0146838;en;Any Given Sunday;A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the aging coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove her self in a male dominated world.;1.868584;Donners' Company;United States of America;16/12/1999;100230832;163;English;Released;Play or be Played.;Any Given Sunday;6.8;393;3;1;1
9564;0;Family|Adventure|Comedy|Fantasy;tt0133385;fr;Astérix & Obélix contre César;Set in 50 B.C., Asterix and Obelix are living in a small but well-protected village in Gaul, where a magic potion concocted by Druids turns the townsfolk into mighty soldiers. When Roman troops carve a path through Gaul to reach the English Channel, Caesar and his aide de camp Detritus discover the secret elixir and capture the Druid leader who knows its formula, and Asterix and Obelix are sent off to rescue them.;2.815018;Cecchi Gori Group Tiger Cinematografica;France;01/02/1999;1644060;109;Deutsch;Released;The Gauls are revolting!;Asterix & Obelix Take on Caesar;5.9;362;4;1;2
9565;0;Comedy;tt0248409;de;Schule;The last three weeks of school life have begun: After the Abitur, Germany's leaving certificate, the friends and schoolmates of Gymnasium Kerkheim (Kerkheim High) will not see each other again so soon. It is a hard time for Markus and his girl Sandra from a lower grade, as he wants to hang out with his old friends, whereas she wants him to be there for her. It's an even harder time for Dirk, who is to be expelled from school if he fails the math exam that is coming up around midday, and it is the hardest time for Michael, who is a perfect pupil, but has no fun in life at all - and doesn't even know it yet. When Steven calls out a party to celebrate his letter of exemption from the army, they all get together for one of the last real cool events ever.;0.108941;Bavaria Filmverleih- und Produktions GmbH;Germany;07/12/2000;0;99;Deutsch;Released;;No More School;5.5;20;1;1;1
9566;55000000;Drama|Mystery|Thriller;tt0116277;en;The Fan;When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.;1.291369;TriStar Pictures;United States of America;15/08/1996;18626419;116;English;Released;All fans have a favorite player.  This one has a favorite target.;The Fan;5.7;183;2;1;1
9567;70000000;Action|Drama|War;tt0314353;en;Tears of the Sun;Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.;3.007868;Columbia Pictures;United States of America;07/03/2003;85632458;121;English;Released;He was trained to follow orders. He became a hero by defying them.;Tears of the Sun;6.4;535;4;1;1
9568;2500000;Horror|Thriller;tt0116075;en;The Dentist;"Dr. Feinstone has everything, a beautiful wife and a successful career in dentistry; but when he discovers his wife's affair, he realizes that behind every clean, white surface lies the stench of decay.";0.831965;Trimark Pictures;United States of America;07/06/1996;0;92;Italiano;Released;It's been six months. Time for your check-up!;The Dentist;5.1;53;2;1;3
9569;10000000;Action|Thriller;tt0099739;en;Hard to Kill;Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death;0.989562;Warner Bros.;United States of America;09/02/1990;47410000;96;English;Released;Nico's back and this time he's even more harder to kill.;Hard to Kill;5.6;127;1;1;1
9570;20000000;Adventure|Family|Science Fiction|Action;tt0078869;en;The Black Hole;The explorer craft U.S.S. Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the magnificent U.S.S. Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, Maximillian. But the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.;0.762976;Walt Disney Productions;United States of America;18/12/1979;35841901;98;English;Released;A journey that begins where everything ends!;The Black Hole;6.0;124;1;1;1
9571;6900000;Comedy|Drama;tt0106677;en;Dazed and Confused;"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.";2.435368;Gramercy Pictures;United States of America;24/09/1993;7993039;102;English;Released;See it with a bud.;Dazed and Confused;7.4;550;3;1;1
9572;0;Comedy;tt0295375;de;Knallharte Jungs;"In the sequel of ""Ants in the Pants"" we again meet Flo and his friends.";0.785302;Constantin Film Produktion;Germany;13/03/2002;0;83;Deutsch;Released;Hey girls, I am back;Ants in the Pants 2;3.8;22;1;1;1
9573;50000000;Crime|Drama|Mystery|Thriller;tt0309377;en;Blood Work;Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.;1.00212;Malpaso Productions;United States of America;04/08/2002;26199517;110;English;Released;He's a heartbeat away from catching the killer;Blood Work;6.1;187;2;1;2
9574;80000000;Comedy|Family|Science Fiction;tt0119137;en;Flubber;Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.;1.662095;Walt Disney Pictures;United States of America;26/11/1997;177977226;93;English;Released;Catch it if you can!;Flubber;5.2;630;2;1;1
9576;21000000;Comedy|Romance;tt0084805;en;Tootsie;Michael Dorsey is an unemployed actor with an impossible reputation. In order to find work and fund his friend's play he dresses as a woman, Dorothy Michaels, and lands the part in a daytime drama. Dorsey loses himself in this woman role and essentially becomes Dorothy Michaels, captivating women all around the city and inspiring them to break free from the control of men and become more like Dorsey's initial identity. This newfound role, however, lands Dorsey in a hot spot between a female friend/'lover,' a female co-star he falls in love with, that co-star's father who falls in love with him, and a male co-star who yearns for his affection.;2.75058;Columbia Pictures Corporation;United States of America;16/12/1982;177200000;116;English;Released;What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.;Tootsie;6.9;376;5;1;1
9577;0;Documentary;tt0959282;en;Am Limit;Daredevil mountain climbers on their attempt to break yet another speed climbing record.;0.001194;none;Austria;09/02/2007;0;95;Deutsch;Released;;To the Limit;6.8;3;0;2;1
9579;0;Comedy|Family;tt1213660;de;Die Wilden Hühner und das Leben;The main protagonists are four – later five – girls: Sprotte (Charlotte), who is the spunky yet friendly main narrator, her best friend Frieda, a level-headed girl who is a member of Terre des hommes, shy and bespectacled Trude, who is unsure because of her obesity, and her best friend, the beautiful, shallow and vain, yet amicable Melanie. Later, they are joined by Wilma, a tough boys-hating tomboy, who is later revealed as a lesbian.;0.060326;none;Germany;29/01/2009;0;108;Deutsch;Released;;The Wild Chicks and Life;6.3;10;0;1;1
9580;0;Drama;tt0494045;en;Charly;No overview found.;0.05774;Sangsho Film;France;12/09/2007;0;95;Français;Released;;Charly;5.0;1;1;1;1
9581;0;Action|Crime|Drama|Thriller;tt0286635;cn;全職殺手;"Professional assassin O has resided in an isolated world of killing and loneliness. But his life begins to change once he meets the innocent Chin; hired to clean O's apartment. However, soon the flamboyent and reckless Tok enters Chin's life with a mission--to unveil O's identity and usurp his place as the number one sharp-shooting assassin in the game.";0.524806;Milky Way Image Company;Hong Kong;03/08/2001;0;102;English;Released;;Fulltime Killer;6.6;31;2;1;4
9582;20000000;Comedy|Romance;tt0295289;en;A Guy Thing;Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.;1.548322;Metro-Goldwyn-Mayer (MGM);United States of America;17/01/2003;17432163;101;English;Released;Boy meets girl. Boy meets girl's cousin.;A Guy Thing;5.3;74;2;1;1
9583;27000000;Comedy|Drama|Romance;tt0279778;en;Divine Secrets of the Ya-Ya Sisterhood;"A mother and daughter dispute is resolved by the ""Yaya sisterhood"" - long time friends of the mother.";1.744368;All Girl Productions;United States of America;07/06/2002;0;116;English;Released;The Secret Is Out.;Divine Secrets of the Ya-Ya Sisterhood;5.6;59;2;1;1
9584;12000000;Action|Comedy|Drama;tt0077369;en;Convoy;"Truckers form a mile long ""convoy"" in support of a trucker's vendetta with an abusive sheriff...Based on the country song of same title by C.W. McCall.";1.601508;United Artists;United Kingdom;27/06/1978;22765081;110;English;Released;Kristofferson and MacGraw...ain't nothin' gonna get in their way!;Convoy;6.1;73;2;2;1
9585;0;Drama|Thriller;tt0102555;en;Not Without My Daughter;An American woman, trapped in Islamic Iran by her brutish husband, must find a way to escape with her daughter as well.;1.38454;Pathé Entertainment;United States of America;11/01/1991;0;116;English;Released;In 1984, Betty Mahmoody's husband took his wife and daughter to meet his family in Iran. He swore they would be safe. They would be happy. They would be free to leave. He lied.;Not Without My Daughter;6.2;44;3;1;2
